User_ID,Gender,Age,Occupation,City_Category,Purchase
1068,M,56,5,A,4415
1069,M,49,13,A,12983
1070,M,34,12,A,14905
1071,M,52,10,B,7387
1072,F,54,11,C,10187
1073,F,36,18,B,8643
1074,M,46,18,B,17667
1075,M,24,18,B,13246
1076,M,45,12,A,4458
1077,F,26,13,C,8028
1078,M,45,17,A,7447
1079,F,23,11,B,3948
1080,M,46,3,A,8306
1081,M,34,9,C,10251
1082,M,33,16,C,10092
1083,M,40,3,A,14363
1084,F,48,11,B,16066
1085,F,20,12,A,18129
1086,M,38,3,B,17776
1087,M,43,9,C,2189
1088,F,53,2,A,13752
1089,F,59,14,C,9482
1090,F,54,1,B,18679
1091,F,39,16,B,2799
1092,M,59,5,A,11934
1093,F,29,7,A,10788
1094,M,59,2,A,11909
1095,F,30,17,C,14415
1096,F,28,0,B,12790
1097,F,33,15,B,15846
1098,F,25,6,C,6714
1099,F,57,2,A,13408
1100,M,57,3,A,4839
1101,M,19,8,C,5513
1102,F,47,4,B,15601
1103,F,47,18,B,3135
1104,M,29,14,B,13913
1105,F,27,7,B,12101
1106,F,28,5,C,8548
1107,M,32,17,B,6516
1108,F,33,18,C,6102
1109,F,34,14,A,18217
1110,M,43,6,C,19932
1111,M,19,9,B,6511
1112,M,29,5,A,16024
1113,F,43,13,C,13413
1114,M,40,16,C,18319
1115,M,35,8,C,14715
1116,M,49,18,A,9975
1117,M,55,4,C,14621
1118,M,20,6,B,12511
1119,M,55,18,A,12558
1120,F,20,19,A,2526
1121,F,47,6,C,3753
1122,M,18,1,B,16656
1123,M,47,15,A,12220
1124,M,49,12,C,14741
1125,F,45,7,B,6841
1126,F,38,5,C,6041
1127,F,30,5,C,10965
1128,F,44,8,A,16418
1129,F,53,3,A,6417
1130,F,24,10,C,10977
1131,F,39,4,A,16587
1132,F,27,16,A,2448
1133,F,56,19,B,6585
1134,M,32,6,B,14751
1135,M,32,14,C,10108
1136,M,21,14,C,17534
1137,M,49,13,C,13443
1138,F,40,12,C,2294
1139,F,23,10,B,3238
1140,M,41,12,A,17321
1141,F,37,8,B,18074
1142,M,54,9,C,15049
1143,F,37,3,C,4816
1144,M,29,16,B,3098
1145,F,50,13,B,16679
1146,F,45,17,C,3737
1147,M,25,10,A,4765
1148,F,18,15,C,19606
1149,M,54,0,B,16230
1150,M,39,6,C,13434
1151,M,23,9,C,14091
1152,M,38,8,A,2410
1153,F,49,2,C,6786
1154,F,52,13,C,11069
1155,F,32,14,C,19170
1156,M,22,1,B,7835
1157,F,23,13,B,3986
1158,M,42,15,A,10126
1159,F,57,6,C,11070
1160,F,46,3,B,9300
1161,F,24,17,A,17548
1162,M,57,4,C,4403
1163,F,30,5,A,10262
1164,F,55,6,A,12502
1165,M,35,14,A,8701
1166,F,19,0,A,5295
1167,M,25,3,A,17687
1168,F,28,0,A,14875
1169,M,50,10,A,4121
1170,M,55,17,C,5582
1171,F,44,13,C,16477
1172,M,37,10,A,11821
1173,M,29,9,C,7700
1174,M,48,16,A,9232
1175,M,44,3,C,6288
1176,M,49,14,B,3085
1177,M,27,15,A,17891
1178,F,20,12,B,17600
1179,M,44,8,A,10645
1180,M,52,10,A,10810
1181,F,48,10,B,10828
1182,F,32,5,B,6874
1183,F,33,0,B,15767
1184,F,30,5,A,12913
1185,F,52,12,B,18215
1186,F,28,4,B,16332
1187,F,38,14,C,6432
1188,M,28,17,C,9265
1189,M,47,19,B,8103
1190,F,52,13,B,13012
1191,M,39,14,B,17900
1192,M,55,4,B,4031
1193,M,48,3,C,19633
1194,F,31,1,A,10519
1195,F,41,6,B,10988
1196,M,49,9,B,7299
1197,F,53,15,C,14952
1198,M,49,9,B,5094
1199,M,32,17,B,4977
1200,M,52,16,C,19346
1201,M,20,12,B,7725
1202,F,33,0,B,3268
1203,F,22,0,C,18161
1204,F,38,14,A,18756
1205,M,27,0,B,9617
1206,F,36,5,B,17032
1207,M,42,12,A,14934
1208,F,21,0,C,13885
1209,M,46,4,A,11796
1210,M,36,8,B,8279
1211,M,19,16,A,2095
1212,F,27,15,C,17478
1213,F,42,7,B,9021
1214,F,37,16,C,17185
1215,F,36,14,C,7868
1216,M,40,0,A,15071
1217,F,41,11,A,10041
1218,F,28,4,C,18515
1219,M,51,5,C,13307
1220,M,45,0,B,9290
1221,M,22,0,C,17495
1222,F,22,9,C,8516
1223,M,38,9,A,11341
1224,M,29,2,C,13702
1225,M,21,16,C,2807
1226,F,59,18,A,15031
1227,M,37,10,B,18434
1228,F,55,17,A,13400
1229,F,42,1,A,18439
1230,M,31,8,C,5664
1231,M,28,16,C,2743
1232,F,49,13,B,8030
1233,M,28,3,C,16661
1234,M,35,16,B,16975
1235,F,44,16,B,2079
1236,F,35,11,B,16809
1237,M,40,19,B,14132
1238,F,28,17,C,4966
1239,M,38,2,A,17534
1240,M,22,10,A,5728
1241,M,40,17,C,6536
1242,F,58,3,C,18509
1243,M,42,16,B,7813
1244,M,58,17,C,2947
1245,M,27,4,A,14565
1246,F,39,13,C,17844
1247,F,36,9,C,2594
1248,F,18,14,B,18524
1249,F,24,0,B,16017
1250,F,21,15,B,6205
1251,M,18,10,B,9782
1252,F,32,19,A,4660
1253,F,57,5,C,18013
1254,F,29,15,C,8856
1255,M,39,1,B,8089
1256,F,39,0,A,7318
1257,F,34,8,A,17405
1258,M,46,11,C,10062
1259,F,31,16,B,19424
1260,M,37,14,C,10506
1261,M,50,18,C,13651
1262,M,32,9,A,17730
1263,M,29,11,A,5236
1264,M,57,13,C,5680
1265,F,37,8,B,17383
1266,M,47,12,B,13298
1267,M,55,2,C,19921
1268,F,20,13,C,5872
1269,M,45,9,B,3867
1270,F,43,15,B,17820
1271,F,47,6,B,19545
1272,F,30,3,C,5920
1273,M,30,19,A,7693
1274,M,19,10,B,12948
1275,M,54,15,B,10456
1276,F,55,19,B,8331
1277,M,19,3,C,15107
1278,M,53,16,A,11494
1279,M,43,12,A,15853
1280,F,28,10,B,11386
1281,F,25,2,C,19910
1282,M,57,8,A,10131
1283,M,39,5,C,13796
1284,M,37,10,A,3158
1285,M,25,15,B,19528
1286,F,46,18,C,2068
1287,F,57,4,B,5717
1288,F,43,13,A,17218
1289,F,47,16,A,13200
1290,M,34,2,B,17855
1291,M,37,3,A,11361
1292,M,33,15,B,17692
1293,F,24,15,B,13526
1294,M,33,3,B,12207
1295,F,44,18,A,11231
1296,F,40,16,C,17063
1297,M,41,12,B,6723
1298,M,26,0,C,6213
1299,M,52,11,A,5466
1300,F,37,3,A,14449
1301,M,54,10,C,4747
1302,F,59,4,B,14454
1303,M,34,1,A,14587
1304,F,48,16,B,18383
1305,F,25,7,B,4203
1306,M,32,5,C,15635
1307,F,48,8,A,3144
1308,F,47,12,C,14213
1309,M,37,10,A,18944
1310,F,56,15,C,3187
1311,M,29,15,A,5133
1312,F,34,1,A,5411
1313,M,59,9,A,3689
1314,M,47,11,B,6407
1315,F,46,7,B,4423
1316,F,36,10,C,19753
1317,F,28,9,C,8728
1318,F,51,12,A,2976
1319,F,24,16,A,14801
1320,M,51,6,B,12548
1321,F,37,2,B,2118
1322,M,55,19,B,3542
1323,M,41,12,C,2972
1324,F,27,18,B,2915
1325,M,49,6,C,8621
1326,M,32,8,B,18970
1327,M,54,18,B,16530
1328,M,37,12,A,9354
1329,F,20,7,C,15761
1330,M,54,17,B,6591
1331,F,57,1,A,10464
1332,F,25,17,C,14550
1333,M,57,17,C,16351
1334,F,40,10,B,6290
1335,F,57,0,C,8446
1336,F,28,13,A,15432
1337,M,25,15,A,3522
1338,F,46,10,C,2561
1339,F,47,0,A,5540
1340,F,27,6,C,14328
1341,M,56,15,A,3479
1342,F,45,13,C,8677
1343,M,53,14,C,19589
1344,M,30,13,C,10848
1345,M,49,10,A,18973
1346,M,53,15,C,14766
1347,M,54,18,C,15520
1348,M,43,16,B,13943
1349,F,39,5,B,12292
1350,M,21,10,C,12076
1351,F,48,16,B,18017
1352,F,35,8,C,10655
1353,M,55,17,B,10945
1354,F,41,16,A,10774
1355,F,40,11,A,4205
1356,F,39,4,C,14342
1357,F,19,10,C,6027
1358,M,48,3,A,18327
1359,F,28,3,A,9188
1360,M,45,2,B,4808
1361,F,49,16,C,15851
1362,F,22,6,A,17354
1363,M,55,3,A,17058
1364,F,27,12,C,16620
1365,F,57,11,B,5913
1366,F,41,0,B,19803
1367,M,52,18,B,4167
1368,F,40,19,B,4144
1369,M,34,17,A,4167
1370,F,18,10,C,11752
1371,M,48,19,C,11368
1372,M,48,2,A,19550
1373,F,59,16,A,5575
1374,F,59,11,A,18543
1375,M,51,9,C,9243
1376,M,26,7,C,14926
1377,F,39,14,C,3055
1378,M,30,4,B,18717
1379,F,42,3,A,11083
1380,F,35,19,A,3362
1381,F,29,18,A,2925
1382,F,57,3,C,18321
1383,M,34,14,A,12769
1384,F,32,16,A,5980
1385,M,59,11,B,9260
1386,F,32,2,C,18151
1387,M,32,9,A,12597
1388,F,56,14,C,3419
1389,M,30,9,C,13067
1390,M,34,17,C,2059
1391,F,49,0,B,4524
1392,F,26,2,C,3578
1393,F,57,11,C,14598
1394,F,37,0,C,16527
1395,M,43,2,A,18047
1396,F,44,2,B,2707
1397,M,38,4,A,7277
1398,M,35,18,B,3780
1399,F,30,0,B,15811
1400,M,33,3,C,15145
1401,M,26,3,C,16662
1402,M,29,16,A,13731
1403,M,55,13,B,10800
1404,F,36,17,C,18692
1405,F,24,0,C,7439
1406,F,52,15,C,6307
1407,F,35,2,C,4364
1408,M,33,8,A,18568
1409,M,56,3,A,7324
1410,F,21,4,C,7483
1411,F,42,10,C,2245
1412,F,49,8,C,10430
1413,M,57,2,C,10183
1414,F,30,5,C,7924
1415,F,34,10,B,18903
1416,F,54,8,B,15901
1417,M,23,14,B,5907
1418,M,36,2,B,2276
1419,M,30,0,C,7101
1420,M,43,19,B,16537
1421,M,31,18,B,14501
1422,M,48,13,A,6603
1423,M,21,16,B,18335
1424,M,56,13,B,15386
1425,F,25,16,C,6053
1426,F,42,13,B,8073
1427,M,30,11,B,18525
1428,M,49,15,C,12561
1429,F,55,0,B,14748
1430,M,55,12,C,9313
1431,M,45,5,B,7714
1432,M,47,16,A,18783
1433,F,20,11,A,11526
1434,F,45,18,B,15582
1435,F,20,5,A,12815
1436,F,51,6,C,15760
1437,F,33,0,B,8255
1438,M,39,0,C,18622
1439,F,49,4,A,5215
1440,M,55,5,C,9541
1441,M,25,15,A,5647
1442,F,25,15,A,11808
1443,F,23,13,A,5652
1444,M,31,0,C,16028
1445,M,49,12,A,15803
1446,M,52,19,B,8307
1447,F,27,9,A,3535
1448,F,20,9,B,16932
1449,F,29,8,B,17749
1450,F,48,12,B,10727
1451,F,46,2,B,19332
1452,M,22,17,C,12834
1453,F,42,19,B,11213
1454,M,58,1,A,17437
1455,M,48,16,B,3403
1456,M,38,18,A,9506
1457,F,37,12,C,9591
1458,F,56,12,B,14996
1459,F,39,0,A,7060
1460,M,21,1,C,17062
1461,M,30,0,C,3602
1462,M,59,4,A,15472
1463,M,37,2,B,4196
1464,M,30,6,C,13091
1465,M,34,12,A,17040
1466,F,53,17,B,18494
1467,F,50,6,C,18016
1468,F,18,0,A,8023
1469,F,32,4,C,5867
1470,M,30,16,C,11569
1471,M,34,7,A,9641
1472,F,41,14,C,7004
1473,M,25,19,A,11963
1474,F,44,3,B,15796
1475,F,40,1,A,10204
1476,F,25,4,B,9077
1477,M,25,0,C,14526
1478,F,43,4,A,5261
1479,F,30,5,A,19046
1480,F,56,1,A,15397
1481,M,54,0,A,5390
1482,M,45,3,B,17299
1483,F,42,6,B,3902
1484,M,33,0,C,18712
1485,M,19,0,C,11631
1486,M,35,7,C,17562
1487,M,34,19,C,15540
1488,M,47,15,A,5846
1489,M,56,12,B,14359
1490,M,30,17,B,18608
1491,M,49,19,B,4520
1492,M,46,9,B,10064
1493,M,47,11,C,8683
1494,F,35,0,A,19194
1495,F,30,9,B,5117
1496,M,38,8,A,17604
1497,F,47,2,A,14578
1498,F,38,18,A,4251
1499,M,34,8,A,15513
1500,M,57,9,B,6661
1501,M,36,18,B,16103
1502,F,32,15,B,8421
1503,F,26,17,C,6925
1504,M,27,13,B,14202
1505,M,48,2,C,4646
1506,M,40,1,C,6309
1507,F,47,0,C,18832
1508,F,50,17,B,19952
1509,F,26,8,B,14667
1510,F,18,12,B,9310
1511,M,52,1,C,16967
1512,M,28,6,C,11239
1513,M,51,15,A,9088
1514,M,33,18,C,14822
1515,F,26,14,C,19448
1516,F,49,10,B,5821
1517,M,32,0,A,3436
1518,M,29,6,A,14897
1519,F,50,19,A,9719
1520,M,31,7,B,4794
1521,F,25,9,A,13528
1522,M,25,4,A,12082
1523,M,44,8,B,15018
1524,M,29,0,A,19481
1525,M,18,1,C,17584
1526,M,57,18,C,11850
1527,M,59,13,C,10455
1528,M,28,19,C,13184
1529,F,56,9,C,15207
1530,F,48,8,C,2160
1531,F,34,9,C,10418
1532,F,50,5,C,9081
1533,F,49,16,C,6412
1534,M,46,5,B,12114
1535,M,38,3,B,19985
1536,F,38,19,C,7888
1537,M,57,2,B,5718
1538,F,40,18,B,12614
1539,F,23,17,C,10443
1540,M,39,3,C,17203
1541,M,55,7,B,18369
1542,M,54,16,C,9274
1543,F,25,4,C,17759
1544,M,58,12,C,19986
1545,F,52,0,C,18897
1546,F,28,12,B,17104
1547,F,41,3,A,10633
1548,M,38,13,B,10192
1549,M,19,2,A,8501
1550,F,57,4,A,19286
1551,M,36,6,A,7719
1552,M,56,0,B,11412
1553,M,45,11,B,17963
1554,F,34,10,B,2855
1555,F,23,7,B,3017
1556,M,36,5,B,7279
1557,F,55,1,A,12412
1558,M,45,18,B,9712
1559,M,19,19,A,17817
1560,M,55,19,B,8624
1561,M,54,13,B,18579
1562,F,21,0,C,17131
1563,F,39,9,A,6694
1564,F,43,15,B,16047
1565,M,53,3,B,6651
1566,M,30,10,B,14726
1567,M,49,15,C,13299
1568,F,34,19,A,19441
1569,M,58,0,B,7207
1570,F,53,15,B,12897
1571,F,36,18,B,4792
1572,F,52,8,C,2420
1573,F,57,8,B,4840
1574,F,45,8,A,15437
1575,F,18,16,A,19415
1576,M,59,11,A,9639
1577,M,35,12,A,19875
1578,F,57,7,B,6975
1579,F,50,15,C,18893
1580,M,29,17,C,17535
1581,F,25,0,C,7061
1582,F,41,0,B,3858
1583,M,33,11,C,15678
1584,F,21,5,A,4065
1585,F,55,8,B,16391
1586,F,44,4,C,15346
1587,M,26,15,A,17237
1588,M,33,17,A,8773
1589,M,29,16,B,11788
1590,F,48,17,B,16094
1591,F,41,0,C,6442
1592,M,31,18,C,11247
1593,F,42,7,C,15195
1594,F,51,2,B,11215
1595,F,20,4,C,5204
1596,F,41,7,C,18959
1597,F,59,18,A,18582
1598,M,26,17,A,3365
1599,F,43,17,A,19400
1600,M,37,0,C,2025
1601,F,57,14,B,5724
1602,M,27,17,A,5458
1603,F,36,6,B,12559
1604,M,20,15,C,6746
1605,F,41,15,C,15217
1606,M,22,14,A,11067
1607,F,20,5,B,11133
1608,M,44,8,A,5041
1609,F,33,6,C,9765
1610,M,32,13,B,7404
1611,M,52,10,A,2571
1612,F,29,15,C,10796
1613,F,58,5,A,14612
1614,M,43,15,B,17305
1615,F,51,19,B,10573
1616,M,40,15,B,3236
1617,M,48,11,B,4380
1618,M,37,16,B,9177
1619,F,29,4,A,16538
1620,M,40,12,A,13971
1621,M,21,7,A,12297
1622,F,40,4,A,3517
1623,F,18,11,C,19917
1624,F,42,8,C,7887
1625,F,19,2,A,13486
1626,M,47,2,C,6642
1627,M,20,0,C,13423
1628,M,38,17,B,13399
1629,M,42,11,A,8061
1630,F,37,8,C,14685
1631,M,39,8,C,6487
1632,M,38,17,A,14018
1633,F,50,17,B,9750
1634,M,55,6,A,19461
1635,M,32,3,B,19684
1636,M,32,12,C,12350
1637,M,42,16,B,16410
1638,M,38,1,B,17105
1639,M,41,13,A,5260
1640,F,22,2,C,18747
1641,F,23,4,A,16574
1642,M,40,13,A,15712
1643,M,21,2,C,19229
1644,F,44,6,A,19711
1645,M,35,17,A,5255
1646,M,38,12,B,5237
1647,M,45,9,A,14433
1648,F,52,12,C,11497
1649,M,39,15,A,18350
1650,F,57,8,B,17941
1651,M,40,1,A,12224
1652,F,20,4,A,10956
1653,F,57,16,A,7465
1654,M,27,3,B,18882
1655,F,42,16,C,4944
1656,M,25,8,C,7856
1657,F,28,19,B,13996
1658,M,22,1,B,14652
1659,M,54,17,A,8077
1660,F,55,10,C,2135
1661,M,46,12,B,17773
1662,M,22,7,C,11292
1663,F,26,0,A,6033
1664,M,19,16,B,16178
1665,M,18,11,C,8546
1666,F,57,3,C,10396
1667,F,47,12,A,12563
1668,M,28,8,B,14882
1669,M,45,6,C,18945
1670,F,29,4,A,5314
1671,F,56,4,C,14927
1672,M,43,16,A,4681
1673,F,30,8,C,4806
1674,M,25,5,C,13961
1675,M,45,18,A,14602
1676,M,47,15,B,11092
1677,M,26,1,A,8382
1678,M,56,9,B,11942
1679,F,48,15,C,5159
1680,F,38,4,C,7656
1681,F,51,14,A,3452
1682,F,48,12,A,11435
1683,M,42,12,B,11862
1684,M,29,12,B,12219
1685,M,18,14,B,3768
1686,M,39,13,A,8096
1687,F,57,7,C,7185
1688,M,54,10,A,13855
1689,M,18,17,C,12494
1690,F,18,3,A,16460
1691,F,59,9,A,3169
1692,F,59,0,B,8590
1693,F,38,4,C,18770
1694,M,32,12,A,19789
1695,M,34,0,A,2123
1696,F,39,7,C,17626
1697,M,55,2,A,7909
1698,M,52,2,C,5896
1699,M,33,6,B,10066
1700,F,25,3,B,11373
1701,M,34,2,C,19111
1702,F,34,14,B,9039
1703,M,43,7,C,14076
1704,M,30,2,A,5670
1705,M,34,6,A,19525
1706,F,55,17,C,12567
1707,M,34,10,A,17029
1708,F,31,10,B,17793
1709,F,23,16,A,10550
1710,F,52,5,A,17338
1711,M,31,7,C,2972
1712,M,25,0,B,2360
1713,M,32,9,A,4632
1714,M,44,18,A,5190
1715,F,30,2,C,6948
1716,F,48,3,C,17346
1717,F,52,10,B,17554
1718,M,23,14,A,14120
1719,F,22,0,C,9818
1720,M,39,8,C,7119
1721,F,40,10,C,14953
1722,M,42,18,B,16900
1723,M,51,12,C,2975
1724,F,43,15,B,18265
1725,F,22,3,B,6318
1726,F,43,0,A,4313
1727,F,37,19,A,19171
1728,M,23,12,B,10747
1729,F,23,0,A,12301
1730,F,35,4,A,17048
1731,F,21,4,C,15134
1732,M,34,13,A,8664
1733,M,31,13,B,15382
1734,F,31,7,A,12841
1735,M,30,3,C,14427
1736,F,24,6,B,9483
1737,M,32,19,A,3363
1738,M,36,18,B,5959
1739,M,52,14,A,3749
1740,M,34,3,C,2540
1741,F,52,18,A,9634
1742,F,36,8,B,12614
1743,F,37,12,B,12282
1744,M,53,13,B,5958
1745,F,52,13,A,17412
1746,F,49,9,A,5859
1747,F,57,15,A,10050
1748,M,41,4,C,8185
1749,M,34,5,C,19423
1750,M,24,1,C,16388
1751,F,18,12,B,10876
1752,F,52,12,B,6018
1753,F,49,18,B,11989
1754,M,53,17,B,10452
1755,M,30,18,B,5571
1756,F,23,0,A,11680
1757,M,31,7,B,16318
1758,M,54,15,A,18738
1759,M,32,1,C,7029
1760,M,21,7,C,17668
1761,F,57,5,C,4774
1762,M,33,15,C,18972
1763,M,45,10,C,16048
1764,M,33,16,B,2604
1765,M,21,18,B,12420
1766,F,43,10,B,10365
1767,F,45,7,C,16689
1768,M,49,3,C,18737
1769,M,19,10,A,18014
1770,M,48,7,B,2433
1771,M,20,8,C,13144
1772,M,25,1,C,2867
1773,M,41,15,C,16340
1774,F,32,5,A,13837
1775,M,48,18,C,16291
1776,F,26,7,A,10787
1777,F,56,13,A,2393
1778,M,19,15,B,14056
1779,F,25,11,C,12392
1780,F,24,4,A,14189
1781,F,56,18,C,15141
1782,F,59,17,B,13621
1783,F,33,8,B,10330
1784,F,52,1,A,5960
1785,M,47,19,B,2663
1786,F,27,11,B,16533
1787,F,55,1,B,16491
1788,F,35,9,C,11265
1789,M,22,0,C,6574
1790,F,46,3,A,7546
1791,M,56,11,A,2185
1792,F,51,8,B,9808
1793,M,40,3,B,2829
1794,M,22,8,A,15560
1795,F,47,5,B,13520
1796,F,23,0,A,13540
1797,M,21,9,C,12677
1798,F,46,13,B,14803
1799,M,40,17,B,15888
1800,M,23,5,B,15234
1801,M,49,17,C,3225
1802,M,59,19,C,7774
1803,M,35,15,B,15043
1804,F,32,14,A,18163
1805,M,57,15,C,4844
1806,M,49,7,B,9347
1807,F,26,12,B,5996
1808,M,54,10,C,11690
1809,F,27,6,A,3688
1810,F,37,16,B,16287
1811,F,23,17,A,19251
1812,M,20,18,A,14504
1813,M,59,12,C,8952
1814,M,28,14,B,13716
1815,F,34,0,B,17763
1816,M,49,15,A,8084
1817,F,21,4,C,15219
1818,M,21,2,C,12204
1819,F,34,9,C,18097
1820,M,58,18,A,6049
1821,M,36,4,A,5457
1822,M,22,6,B,19632
1823,F,49,13,C,19551
1824,F,39,2,A,5490
1825,M,23,12,C,17470
1826,M,52,12,A,18189
1827,F,39,9,B,15162
1828,F,18,1,C,13728
1829,F,37,5,A,14912
1830,M,39,7,C,7955
1831,F,28,3,A,12162
1832,M,30,11,A,4720
1833,F,59,14,A,12573
1834,M,20,7,C,13338
1835,F,26,6,A,13675
1836,F,29,13,B,16371
1837,F,40,18,C,15936
1838,F,31,13,B,12019
1839,F,50,12,B,10414
1840,M,35,0,C,3746
1841,F,58,18,A,18913
1842,F,26,0,B,10325
1843,F,40,3,C,13995
1844,M,27,9,A,6486
1845,F,36,2,C,18485
1846,M,22,19,C,16328
1847,F,40,8,C,13233
1848,F,47,2,A,19332
1849,M,42,5,B,11760
1850,F,45,5,B,17702
1851,M,51,11,C,2193
1852,M,42,0,C,13612
1853,F,27,15,A,10229
1854,M,31,4,C,6566
1855,F,59,8,C,8595
1856,F,47,9,C,7609
1857,M,58,12,B,7108
1858,M,42,14,C,3783
1859,M,31,11,B,12158
1860,M,52,4,A,7831
1861,F,51,4,A,2041
1862,F,27,17,B,13186
1863,M,52,11,B,13561
1864,F,28,2,B,19445
1865,F,28,6,B,11868
1866,F,38,16,C,5689
1867,F,38,18,B,9595
1868,M,39,17,B,16687
1869,M,24,0,B,2325
1870,F,34,4,C,3120
1871,M,19,1,C,18491
1872,M,29,0,C,12870
1873,M,59,6,A,8294
1874,F,35,10,C,7193
1875,F,28,10,B,17213
1876,F,33,17,C,17611
1877,M,35,16,C,16230
1878,F,52,1,B,19187
1879,F,43,6,C,12040
1880,M,33,6,A,2766
1881,F,23,9,C,15696
1882,F,59,2,A,5527
1883,M,29,11,A,13021
1884,M,30,2,A,19872
1885,M,21,10,B,6129
1886,F,56,11,C,13758
1887,F,19,3,A,16312
1888,F,43,15,A,13804
1889,M,44,19,C,15777
1890,M,44,17,B,12983
1891,F,32,3,B,8990
1892,F,25,5,A,5983
1893,M,24,14,B,5768
1894,M,57,0,C,3504
1895,M,29,2,B,4450
1896,M,30,4,C,13236
1897,F,34,16,A,10002
1898,M,34,13,C,11891
1899,F,53,8,A,8019
1900,F,38,2,C,15898
1901,F,25,12,C,12472
1902,M,22,2,B,17264
1903,M,43,10,C,19691
1904,M,33,1,A,12719
1905,M,53,14,C,2975
1906,F,45,12,A,12248
1907,M,46,18,A,15002
1908,M,29,15,C,16213
1909,F,54,17,B,12618
1910,M,47,6,C,12620
1911,F,40,12,C,5733
1912,F,33,3,B,10551
1913,F,31,8,A,4223
1914,F,27,9,C,18868
1915,F,24,8,B,3428
1916,F,54,6,B,4080
1917,F,46,14,A,15776
1918,F,20,7,B,2695
1919,M,32,18,A,2201
1920,M,53,10,C,14049
1921,M,36,4,B,17628
1922,M,30,1,C,10265
1923,F,59,9,B,14460
1924,M,38,15,B,5477
1925,F,54,12,C,4202
1926,M,44,7,B,17542
1927,M,46,8,C,16624
1928,M,37,10,C,10449
1929,F,42,10,A,13850
1930,M,23,15,C,8317
1931,F,53,9,A,7350
1932,F,19,11,C,4806
1933,M,39,5,B,9163
1934,M,49,11,C,2185
1935,M,33,9,B,10070
1936,F,35,17,A,13545
1937,M,22,17,B,18006
1938,F,53,3,C,2201
1939,F,47,8,B,13284
1940,M,36,6,A,7710
1941,M,40,17,B,17698
1942,F,51,7,B,4102
1943,F,30,10,C,11102
1944,F,46,6,C,3571
1945,M,53,8,B,7125
1946,F,39,7,A,8697
1947,M,53,2,B,16034
1948,F,26,16,A,3329
1949,F,56,1,A,10652
1950,M,36,14,A,5699
1951,F,55,13,B,8027
1952,M,23,17,A,12667
1953,M,32,15,B,6823
1954,F,37,19,A,11347
1955,M,26,3,A,18881
1956,M,49,19,B,8959
1957,F,21,5,C,15616
1958,M,35,5,C,8210
1959,M,22,10,B,14517
1960,M,37,16,B,14620
1961,F,40,2,C,5976
1962,M,28,12,C,19991
1963,F,54,2,C,10912
1964,F,39,15,B,19658
1965,M,21,14,A,14059
1966,M,46,10,B,2690
1967,M,51,17,C,14344
1968,F,30,14,A,5437
1969,M,59,4,B,4355
1970,M,26,15,C,2749
1971,M,59,15,B,14965
1972,M,48,16,A,14847
1973,M,24,8,C,7758
1974,F,21,2,B,13637
1975,F,36,19,A,8074
1976,M,59,12,A,15378
1977,M,47,2,B,16529
1978,M,48,6,A,7274
1979,M,52,5,C,16007
1980,F,38,8,A,8409
1981,M,48,11,B,8288
1982,F,36,14,C,2885
1983,F,48,19,A,2864
1984,M,49,2,A,8917
1985,F,19,9,C,13686
1986,F,27,0,C,5054
1987,F,19,18,A,10977
1988,F,19,18,C,18199
1989,M,41,12,B,10536
1990,M,34,11,A,17070
1991,F,49,0,B,18937
1992,M,33,18,A,9683
1993,M,33,15,B,19171
1994,M,56,14,B,12011
1995,M,48,15,C,17271
1996,M,41,10,A,10896
1997,F,18,5,C,16582
1998,M,28,10,C,9190
1999,M,38,2,A,11144
2000,M,21,14,B,2814
2001,M,24,0,A,11740
2002,F,43,6,A,4777
2003,F,29,0,A,6958
2004,F,48,16,C,5825
2005,F,34,8,A,19600
2006,M,50,12,A,16800
2007,F,28,10,A,11999
2008,M,45,19,B,14964
2009,M,49,5,B,8772
2010,M,18,0,B,11481
2011,M,45,6,B,17737
2012,M,59,11,C,19246
2013,F,24,19,C,12677
2014,F,19,18,A,4355
2015,F,59,16,C,11157
2016,F,41,3,B,4395
2017,M,21,2,A,2524
2018,F,36,0,A,2561
2019,M,43,17,B,10167
2020,F,28,14,B,18184
2021,M,57,7,B,6664
2022,M,28,0,C,3205
2023,F,20,19,A,14039
2024,M,29,13,B,14393
2025,M,20,3,A,4238
2026,F,59,4,A,19544
2027,M,44,12,C,14987
2028,F,19,14,A,7239
2029,F,33,5,B,14017
2030,F,19,0,B,18455
2031,M,47,18,A,19138
2032,M,37,12,A,11096
2033,M,55,5,C,16814
2034,F,45,14,B,15291
2035,M,42,15,B,4621
2036,F,49,15,A,5190
2037,F,27,9,A,5948
2038,M,59,8,A,3287
2039,F,57,8,B,16590
2040,M,50,16,A,17668
2041,M,30,16,C,3772
2042,M,58,16,C,8200
2043,M,59,11,A,17762
2044,M,54,12,C,5138
2045,F,33,11,C,9213
2046,F,39,13,C,16941
2047,F,37,9,C,4416
2048,M,44,18,C,17964
2049,M,58,1,B,19968
2050,M,33,3,A,3046
2051,F,51,18,C,16909
2052,M,49,6,A,15578
2053,F,43,14,C,7719
2054,F,42,14,B,17960
2055,M,19,5,B,19560
2056,M,29,2,C,17598
2057,F,57,5,C,17624
2058,M,26,15,C,8411
2059,F,29,1,B,10074
2060,M,43,6,B,12352
2061,M,26,10,A,17003
2062,F,27,6,B,11223
2063,M,49,3,C,14718
2064,F,51,19,A,3315
2065,M,37,6,B,19276
